Column1,user_id,task_id,created_at,updated_at,Разница,attempts,solved,points,max_attempts,results,answers,skipped,resource_type,type,submitted_at,wk_partial_answer,performance
250,665788,1201587,1/12/2026 10:26,1/12/2026 10:27,00.00.0000 00:00,1,TRUE,1.0,1,"[{""1253874"": {""points"": 1.0, ""coefficient"": 1}}]","[{""1253874"": ""10352787""}]",,Lesson,UserAnswers::LessonAnswer,1/12/2026 10:27,,1.0
251,665788,1201602,1/12/2026 10:31,1/12/2026 10:31,00.00.0000 00:00,1,FALSE,0.0,1,"[{""1253889"": {""points"": 0.0, ""coefficient"": 0}}]","[{""1253889"": [""2.5""]}]",,Lesson,UserAnswers::LessonAnswer,1/12/2026 10:31,,0.0
252,665788,1201590,1/12/2026 10:27,1/12/2026 10:27,00.00.0000 00:00,1,TRUE,1.0,1,"[{""1253877"": {""points"": 1.0, ""coefficient"": 1}}]","[{""1253877"": ""10352799""}]",,Lesson,UserAnswers::LessonAnswer,1/12/2026 10:27,,1.0
253,665788,1201598,1/12/2026 10:29,1/12/2026 10:29,00.00.0000 00:00,1,TRUE,1.0,1,"[{""1253885"": {""points"": 1.0, ""coefficient"": 1}}]","[{""1253885"": [""2.5""]}]",,Lesson,UserAnswers::LessonAnswer,1/12/2026 10:29,,1.0
254,665788,1201588,1/12/2026 10:27,1/12/2026 10:27,00.00.0000 00:00,1,TRUE,1.0,1,"[{""1253875"": {""points"": 1.0, ""coefficient"": 1}}]","[{""1253875"": ""10352791""}]",,Lesson,UserAnswers::LessonAnswer,1/12/2026 10:27,,1.0
255,665788,1201592,1/12/2026 10:27,1/12/2026 10:28,00.00.0000 00:00,1,TRUE,1.0,1,"[{""1253879"": {""points"": 1.0, ""coefficient"": 1}}]","[{""1253879"": ""10352808""}]",,Lesson,UserAnswers::LessonAnswer,1/12/2026 10:28,,1.0
256,665788,1201594,1/12/2026 10:29,1/12/2026 10:29,00.00.0000 00:00,1,TRUE,1.0,1,"[{""1253881"": {""points"": 1.0, ""coefficient"": 1}}]","[{""1253881"": [""0.25""]}]",,Lesson,UserAnswers::LessonAnswer,1/12/2026 10:29,,1.0
257,665788,1199804,1/12/2026 10:36,1/12/2026 10:36,00.00.0000 00:00,1,TRUE,1.0,1,"[{""1251587"": {""points"": 1.0, ""coefficient"": 1}}]","[{""1251587"": [""15""]}]",,Lesson,UserAnswers::LessonAnswer,1/12/2026 10:36,,1.0
258,665788,1199806,1/12/2026 10:36,1/12/2026 10:36,00.00.0000 00:00,1,TRUE,1.0,1,"[{""1251589"": {""points"": 1.0, ""coefficient"": 1}}]","[{""1251589"": [""3.2""]}]",,Lesson,UserAnswers::LessonAnswer,1/12/2026 10:36,,1.0
259,665788,1201601,1/12/2026 10:30,1/12/2026 10:30,00.00.0000 00:00,1,FALSE,0.0,1,"[{""1253888"": {""points"": 0.0, ""coefficient"": 0}}]","[{""1253888"": [""86""]}]",,Lesson,UserAnswers::LessonAnswer,1/12/2026 10:30,,0.0
260,665788,1199803,1/12/2026 10:35,1/12/2026 10:35,00.00.0000 00:00,1,FALSE,0.0,1,"[{""1251586"": {""points"": 0.0, ""coefficient"": 0}}]","[{""1251586"": [""178.2""]}]",,Lesson,UserAnswers::LessonAnswer,1/12/2026 10:35,,0.0
261,665788,1200743,1/12/2026 10:38,1/12/2026 10:38,00.00.0000 00:00,1,TRUE,1.0,1,"[{""1252674"": {""points"": 1.0, ""coefficient"": 1}}]","[{""1252674"": [""120""]}]",,Lesson,UserAnswers::LessonAnswer,1/12/2026 10:38,,1.0
262,665788,1199805,1/12/2026 10:36,1/12/2026 10:37,00.00.0000 00:00,1,TRUE,1.0,1,"[{""1251588"": {""points"": 1.0, ""coefficient"": 1}}]","[{""1251588"": [""84.3""]}]",,Lesson,UserAnswers::LessonAnswer,1/12/2026 10:37,,1.0
263,665788,1199807,1/12/2026 10:37,1/12/2026 10:37,00.00.0000 00:00,1,TRUE,1.0,1,"[{""1251590"": {""points"": 1.0, ""coefficient"": 1}}]","[{""1251590"": [""3""]}]",,Lesson,UserAnswers::LessonAnswer,1/12/2026 10:37,,1.0
264,665788,1200745,1/12/2026 10:38,1/12/2026 10:39,00.00.0000 00:00,1,TRUE,1.0,1,"[{""1252676"": {""points"": 1.0, ""coefficient"": 1}}]","[{""1252676"": [""56""]}]",,Lesson,UserAnswers::LessonAnswer,1/12/2026 10:39,,1.0
265,665788,1201409,1/12/2026 10:40,1/12/2026 10:40,00.00.0000 00:00,1,FALSE,0.0,1,[],[],,Lesson,UserAnswers::LessonAnswer,,,0.0
266,665788,1201411,1/12/2026 10:41,1/12/2026 10:41,00.00.0000 00:00,1,TRUE,1.0,1,"[{""1253655"": {""points"": 1.0, ""coefficient"": 1}}]","[{""1253655"": [""4""]}]",,Lesson,UserAnswers::LessonAnswer,1/12/2026 10:41,,1.0
267,665788,1200744,1/12/2026 10:38,1/12/2026 10:38,00.00.0000 00:00,1,FALSE,0.0,1,[],[],,Lesson,UserAnswers::LessonAnswer,,,0.0
268,665788,1200747,1/12/2026 10:39,1/12/2026 10:39,00.00.0000 00:00,1,TRUE,1.0,1,"[{""1252678"": {""points"": 1.0, ""coefficient"": 1}}]","[{""1252678"": [""90""]}]",,Lesson,UserAnswers::LessonAnswer,1/12/2026 10:39,,1.0
269,665788,1201412,1/12/2026 10:41,1/12/2026 10:42,00.00.0000 00:00,1,TRUE,1.0,1,"[{""1253656"": {""points"": 1.0, ""coefficient"": 1}}]","[{""1253656"": [""7""]}]",,Lesson,UserAnswers::LessonAnswer,1/12/2026 10:42,,1.0
270,665788,1201413,1/12/2026 10:42,1/12/2026 10:42,00.00.0000 00:00,1,FALSE,0.0,1,[],[],,Lesson,UserAnswers::LessonAnswer,,,0.0
271,665788,1200746,1/12/2026 10:39,1/12/2026 10:39,00.00.0000 00:00,1,TRUE,1.0,1,"[{""1252677"": {""points"": 1.0, ""coefficient"": 1}}]","[{""1252677"": [""3.75""]}]",,Lesson,UserAnswers::LessonAnswer,1/12/2026 10:39,,1.0
272,665788,1203532,1/12/2026 10:44,1/12/2026 10:44,00.00.0000 00:00,1,TRUE,1.0,1,"[{""1256595"": {""points"": 1.0, ""coefficient"": 1}}]","[{""1256595"": [""1""]}]",,Lesson,UserAnswers::LessonAnswer,1/12/2026 10:44,,1.0
273,665788,1203533,1/12/2026 10:44,1/12/2026 10:45,00.00.0000 00:00,1,TRUE,1.0,1,"[{""1256596"": {""points"": 1.0, ""coefficient"": 1}}]","[{""1256596"": [""0""]}]",,Lesson,UserAnswers::LessonAnswer,1/12/2026 10:45,,1.0
274,665788,1203534,1/12/2026 10:45,1/12/2026 10:45,00.00.0000 00:00,1,TRUE,1.0,1,"[{""1256597"": {""points"": 1.0, ""coefficient"": 1}}]","[{""1256597"": [""3""]}]",,Lesson,UserAnswers::LessonAnswer,1/12/2026 10:45,,1.0
275,665788,1203535,1/12/2026 10:45,1/12/2026 10:46,00.00.0000 00:00,1,TRUE,1.0,1,"[{""1256598"": {""points"": 1.0, ""coefficient"": 1}}]","[{""1256598"": [""-2.5""]}]",,Lesson,UserAnswers::LessonAnswer,1/12/2026 10:46,,1.0
276,665788,1201410,1/12/2026 10:40,1/12/2026 10:41,00.00.0000 00:00,1,TRUE,1.0,1,"[{""1253654"": {""points"": 1.0, ""coefficient"": 1}}]","[{""1253654"": [""2""]}]",,Lesson,UserAnswers::LessonAnswer,1/12/2026 10:41,,1.0
277,665788,1203531,1/12/2026 10:43,1/12/2026 10:44,00.00.0000 00:00,1,TRUE,1.0,1,"[{""1256594"": {""points"": 1.0, ""coefficient"": 1}}]","[{""1256594"": [""2""]}]",,Lesson,UserAnswers::LessonAnswer,1/12/2026 10:44,,1.0
278,665788,1204361,1/12/2026 10:47,1/12/2026 10:47,00.00.0000 00:00,0,,0.0,1,[],[],,Lesson,UserAnswers::LessonAnswer,,,0.0
279,671753,1209015,1/25/2026 12:15,1/25/2026 12:17,00.00.0000 00:01,1,TRUE,1.0,1,"[{""1263693"": {""points"": 1.0, ""coefficient"": 1}}]","[{""1263693"": [""2""]}]",,Lesson,UserAnswers::LessonAnswer,1/25/2026 12:17,,1.0
280,671753,1209019,1/25/2026 12:18,1/25/2026 12:18,00.00.0000 00:00,1,FALSE,0.0,1,"[{""1263697"": {""points"": 0.0, ""coefficient"": 0}}]","[{""1263697"": [""2""]}]",,Lesson,UserAnswers::LessonAnswer,1/25/2026 12:18,,0.0
281,671753,1209018,1/25/2026 12:18,1/25/2026 12:19,00.00.0000 00:00,1,FALSE,0.0,1,"[{""1263696"": {""points"": 0.0, ""coefficient"": 0}}]","[{""1263696"": [""2""]}]",,Lesson,UserAnswers::LessonAnswer,1/25/2026 12:19,,0.0
282,671753,1209016,1/25/2026 12:17,1/25/2026 12:17,00.00.0000 00:00,1,FALSE,0.0,1,"[{""1263694"": {""points"": 0.0, ""coefficient"": 0}}]","[{""1263694"": [""1""]}]",,Lesson,UserAnswers::LessonAnswer,1/25/2026 12:17,,0.0
283,671753,1209017,1/25/2026 12:17,1/25/2026 12:18,00.00.0000 00:00,1,TRUE,1.0,1,"[{""1263695"": {""points"": 1.0, ""coefficient"": 1}}]","[{""1263695"": [""1""]}]",,Lesson,UserAnswers::LessonAnswer,1/25/2026 12:18,,1.0
284,671753,1209022,1/25/2026 12:21,1/25/2026 12:22,00.00.0000 00:01,1,FALSE,0.0,1,[],[],,Lesson,UserAnswers::LessonAnswer,,,0.0
285,671753,1209023,1/25/2026 12:22,1/25/2026 12:23,00.00.0000 00:00,1,FALSE,0.0,1,"[{""1263701"": {""points"": 0.0, ""coefficient"": 0}}]","[{""1263701"": [""20""]}]",,Lesson,UserAnswers::LessonAnswer,1/25/2026 12:23,,0.0
286,671753,1209027,1/25/2026 12:23,1/25/2026 12:24,00.00.0000 00:01,1,FALSE,0.0,1,"[{""1263705"": {""points"": 0.0, ""coefficient"": 0}}]","[{""1263705"": [""49""]}]",,Lesson,UserAnswers::LessonAnswer,1/25/2026 12:24,,0.0
287,671753,1209025,1/25/2026 12:24,1/25/2026 12:26,00.00.0000 00:01,1,TRUE,1.0,1,"[{""1263703"": {""points"": 1.0, ""coefficient"": 1}}]","[{""1263703"": [""80""]}]",,Lesson,UserAnswers::LessonAnswer,1/25/2026 12:26,,1.0
288,672661,1203726,2/22/2026 9:28,2/22/2026 9:35,00.00.0000 00:06,1,FALSE,0.0,1,"[{""1256961"": {""points"": 0, ""coefficient"": 0}}]","[{""1256961"": ""10365833""}]",False,Training,UserAnswers::TrainingAnswer,2/22/2026 9:35,False,0.0
289,672661,1203717,2/22/2026 9:28,2/22/2026 9:35,00.00.0000 00:06,1,TRUE,1.0,1,"[{""1256937"": {""points"": 1.0, ""coefficient"": 1}}]","[{""1256937"": {""10365765"": ""10365766"", ""10365767"": ""10365768"", ""10365769"": ""10365770""}}]",False,Training,UserAnswers::TrainingAnswer,2/22/2026 9:28,False,0.0
290,674171,1194575,1/14/2026 5:42,1/14/2026 5:43,00.00.0000 00:00,1,TRUE,1.0,1,"[{""1243539"": {""points"": 1.0, ""coefficient"": 1}}]","[{""1243539"": ""10307317""}]",,Lesson,UserAnswers::LessonAnswer,1/14/2026 5:43,,1.0
291,674171,1194576,1/14/2026 5:43,1/14/2026 5:44,00.00.0000 00:01,1,TRUE,1.0,2,"[{""1243540"": {""points"": 1.0, ""coefficient"": 1}}]","[{""1243540"": ""10307320""}]",,Lesson,UserAnswers::LessonAnswer,1/14/2026 5:44,,1.0
292,672661,1203719,2/22/2026 9:28,2/22/2026 9:35,00.00.0000 00:06,1,TRUE,1.0,1,"[{""1256945"": {""points"": 1.0, ""coefficient"": 1}}]","[{""1256945"": [""0.2""]}]",False,Training,UserAnswers::TrainingAnswer,2/22/2026 9:33,False,0.0
293,674171,1194577,1/14/2026 5:44,1/14/2026 5:45,00.00.0000 00:00,1,TRUE,1.0,2,"[{""1243541"": {""points"": 1.0, ""coefficient"": 1}}]","[{""1243541"": ""10307324""}]",,Lesson,UserAnswers::LessonAnswer,1/14/2026 5:45,,1.0
294,674171,1194578,1/14/2026 5:45,1/14/2026 5:46,00.00.0000 00:01,2,FALSE,0.0,2,"[{""1243542"": {""points"": 0.0, ""coefficient"": 0}}, {""1243542"": {""points"": 0.0, ""coefficient"": 0}}]","[{""1243542"": ""10307327""}, {""1243542"": ""10307328""}]",,Lesson,UserAnswers::LessonAnswer,1/14/2026 5:46,,0.0
295,674171,1194537,1/14/2026 5:58,1/14/2026 5:59,00.00.0000 00:00,1,TRUE,1.0,1,"[{""1243453"": {""points"": 1.0, ""coefficient"": 1}}]","[{""1243453"": ""10306862""}]",,Lesson,UserAnswers::LessonAnswer,1/14/2026 5:59,,1.0
296,674171,1194579,1/14/2026 5:47,1/14/2026 5:47,00.00.0000 00:00,1,TRUE,1.0,2,"[{""1243543"": {""points"": 1.0, ""coefficient"": 1}}]","[{""1243543"": ""10307333""}]",,Lesson,UserAnswers::LessonAnswer,1/14/2026 5:47,,1.0
297,674171,1195698,1/14/2026 6:06,1/14/2026 6:07,00.00.0000 00:00,1,FALSE,0.0,1,"[{""1245590"": {""points"": 0.0, ""coefficient"": 0}}]","[{""1245590"": [""5.13""]}]",,Lesson,UserAnswers::LessonAnswer,1/14/2026 6:07,,0.0
298,674171,1195700,1/14/2026 6:07,1/14/2026 6:08,00.00.0000 00:00,1,TRUE,1.0,1,"[{""1245592"": {""points"": 1.0, ""coefficient"": 1}}]","[{""1245592"": [""0.1""]}]",,Lesson,UserAnswers::LessonAnswer,1/14/2026 6:08,,1.0
299,674171,1194645,1/14/2026 5:52,1/14/2026 5:54,00.00.0000 00:02,1,FALSE,1.0,1,"[{""1243753"": {""points"": 0.0, ""coefficient"": 0}, ""1243756"": {""points"": 0.0, ""coefficient"": 0}, ""1243757"": {""points"": 1.0, ""coefficient"": 1}}]","[{""1243753"": [""22""], ""1243756"": [""3.1""], ""1243757"": [""0.14""]}]",,Lesson,UserAnswers::LessonAnswer,1/14/2026 5:54,,0.3333333333333333
300,674171,1194541,1/14/2026 5:56,1/14/2026 5:58,00.00.0000 00:01,1,FALSE,0.6,1,"[{""1243460"": {""points"": 0.6, ""coefficient"": 0}}]","[{""1243460"": [""10306900"", ""10306903"", ""10306904"", ""10306902""]}]",,Lesson,UserAnswers::LessonAnswer,1/14/2026 5:58,,0.0
301,674171,1194536,1/14/2026 5:59,1/14/2026 5:59,00.00.0000 00:00,1,TRUE,1.0,1,"[{""1243452"": {""points"": 1.0, ""coefficient"": 1}}]","[{""1243452"": ""10306858""}]",,Lesson,UserAnswers::LessonAnswer,1/14/2026 5:59,,1.0
302,674171,1195695,1/14/2026 6:01,1/14/2026 6:03,00.00.0000 00:01,1,TRUE,1.0,1,"[{""1245587"": {""points"": 1.0, ""coefficient"": 1}}]","[{""1245587"": [""3.5""]}]",,Lesson,UserAnswers::LessonAnswer,1/14/2026 6:03,,1.0
303,674171,1194539,1/14/2026 5:59,1/14/2026 5:59,00.00.0000 00:00,1,TRUE,1.0,1,"[{""1243455"": {""points"": 1.0, ""coefficient"": 1}}]","[{""1243455"": {""10306867"": ""10306868"", ""10306869"": ""10306870"", ""10306871"": ""10306872""}}]",,Lesson,UserAnswers::LessonAnswer,1/14/2026 5:59,,1.0
304,674171,1195696,1/14/2026 6:03,1/14/2026 6:03,00.00.0000 00:00,1,TRUE,1.0,1,"[{""1245588"": {""points"": 1.0, ""coefficient"": 1}}]","[{""1245588"": [""11""]}]",,Lesson,UserAnswers::LessonAnswer,1/14/2026 6:03,,1.0
305,674171,1194540,1/14/2026 5:59,1/14/2026 6:01,00.00.0000 00:01,1,FALSE,0.67,1,"[{""1243458"": {""points"": 0.67, ""coefficient"": 0}}]","[{""1243458"": {""10306880"": ""10306881"", ""10306882"": ""10306881"", ""10306884"": ""10306887"", ""10306886"": ""10306887"", ""10306888"": ""10306881"", ""10306890"": ""10306887""}}]",,Lesson,UserAnswers::LessonAnswer,1/14/2026 6:01,,0.0
306,674171,1195697,1/14/2026 6:03,1/14/2026 6:06,00.00.0000 00:03,1,FALSE,0.0,1,"[{""1245589"": {""points"": 0.0, ""coefficient"": 0}}]","[{""1245589"": [""0""]}]",,Lesson,UserAnswers::LessonAnswer,1/14/2026 6:06,,0.0
307,672661,1203722,2/22/2026 9:28,2/22/2026 9:35,00.00.0000 00:06,1,TRUE,1.0,1,"[{""1256953"": {""points"": 1.0, ""coefficient"": 1}}]","[{""1256953"": [""10365807"", ""10365805"", ""10365806""]}]",False,Training,UserAnswers::TrainingAnswer,2/22/2026 9:34,False,0.0
308,672661,1203725,2/22/2026 9:28,2/22/2026 9:35,00.00.0000 00:06,1,TRUE,1.0,1,"[{""1256959"": {""points"": 1.0, ""coefficient"": 1}}]","[{""1256959"": {""10365820"": ""10365821"", ""10365822"": ""10365823"", ""10365824"": ""10365825""}}]",False,Training,UserAnswers::TrainingAnswer,2/22/2026 9:34,False,0.0
309,674171,1194581,1/14/2026 5:50,1/14/2026 5:51,00.00.0000 00:01,1,TRUE,1.0,1,"[{""1243545"": {""points"": 1.0, ""coefficient"": 1}}]","[{""1243545"": [""3""]}]",,Lesson,UserAnswers::LessonAnswer,1/14/2026 5:51,,1.0
310,674171,1194585,1/14/2026 5:54,1/14/2026 5:56,00.00.0000 00:01,1,FALSE,1.0,1,"[{""1243552"": {""points"": 0.0, ""coefficient"": 0}, ""1243553"": {""points"": 1.0, ""coefficient"": 1}}]","[{""1243552"": [""37.2""], ""1243553"": [""210""]}]",,Lesson,UserAnswers::LessonAnswer,1/14/2026 5:56,,0.5
311,672661,1211713,2/22/2026 9:35,2/22/2026 9:38,00.00.0000 00:03,1,TRUE,1.0,1,"[{""1266983"": {""points"": 1.0, ""coefficient"": 1}}]","[{""1266983"": [""-1""]}]",,Lesson,UserAnswers::LessonAnswer,2/22/2026 9:38,,1.0
312,672661,1211714,2/22/2026 9:38,2/22/2026 9:39,00.00.0000 00:00,1,TRUE,1.0,1,"[{""1266984"": {""points"": 1.0, ""coefficient"": 1}}]","[{""1266984"": [""-1""]}]",,Lesson,UserAnswers::LessonAnswer,2/22/2026 9:39,,1.0
313,672661,1211715,2/22/2026 9:39,2/22/2026 9:40,00.00.0000 00:00,1,TRUE,1.0,1,"[{""1266985"": {""points"": 1.0, ""coefficient"": 1}}]","[{""1266985"": [""4""]}]",,Lesson,UserAnswers::LessonAnswer,2/22/2026 9:40,,1.0
314,672661,1211716,2/22/2026 9:41,2/22/2026 9:42,00.00.0000 00:00,1,TRUE,1.0,1,"[{""1266986"": {""points"": 1.0, ""coefficient"": 1}}]","[{""1266986"": [""-1""]}]",,Lesson,UserAnswers::LessonAnswer,2/22/2026 9:42,,1.0
315,672661,1211717,2/22/2026 9:40,2/22/2026 9:41,00.00.0000 00:01,1,TRUE,1.0,1,"[{""1266987"": {""points"": 1.0, ""coefficient"": 1}}]","[{""1266987"": [""3""]}]",,Lesson,UserAnswers::LessonAnswer,2/22/2026 9:41,,1.0
316,672661,1203531,2/22/2026 9:42,2/22/2026 9:43,00.00.0000 00:01,1,TRUE,1.0,1,"[{""1256594"": {""points"": 1.0, ""coefficient"": 1}}]","[{""1256594"": [""2""]}]",,Lesson,UserAnswers::LessonAnswer,2/22/2026 9:43,,1.0
317,672661,1203532,2/22/2026 9:43,2/22/2026 9:44,00.00.0000 00:00,1,TRUE,1.0,1,"[{""1256595"": {""points"": 1.0, ""coefficient"": 1}}]","[{""1256595"": [""1""]}]",,Lesson,UserAnswers::LessonAnswer,2/22/2026 9:44,,1.0
318,672661,1203535,2/22/2026 9:46,2/22/2026 9:49,00.00.0000 00:03,1,TRUE,1.0,1,"[{""1256598"": {""points"": 1.0, ""coefficient"": 1}}]","[{""1256598"": [""-2,5""]}]",,Lesson,UserAnswers::LessonAnswer,2/22/2026 9:49,,1.0
319,672661,1203534,2/22/2026 9:45,2/22/2026 9:46,00.00.0000 00:00,1,TRUE,1.0,1,"[{""1256597"": {""points"": 1.0, ""coefficient"": 1}}]","[{""1256597"": [""3""]}]",,Lesson,UserAnswers::LessonAnswer,2/22/2026 9:46,,1.0
320,672661,1203533,2/22/2026 9:44,2/22/2026 9:45,00.00.0000 00:00,1,TRUE,1.0,1,"[{""1256596"": {""points"": 1.0, ""coefficient"": 1}}]","[{""1256596"": [""0""]}]",,Lesson,UserAnswers::LessonAnswer,2/22/2026 9:45,,1.0
321,672661,1200745,1/5/2026 14:10,2/22/2026 9:51,47.00.0000 19:41,1,TRUE,1.0,1,"[{""1252676"": {""points"": 1.0, ""coefficient"": 1}}]","[{""1252676"": [""56""]}]",,Lesson,UserAnswers::LessonAnswer,2/22/2026 9:51,,1.0
322,672661,1200747,2/22/2026 9:51,2/22/2026 9:51,00.00.0000 00:00,1,TRUE,1.0,1,"[{""1252678"": {""points"": 1.0, ""coefficient"": 1}}]","[{""1252678"": [""90""]}]",,Lesson,UserAnswers::LessonAnswer,2/22/2026 9:51,,1.0
323,672661,1200746,2/22/2026 9:51,2/22/2026 9:52,00.00.0000 00:00,1,TRUE,1.0,1,"[{""1252677"": {""points"": 1.0, ""coefficient"": 1}}]","[{""1252677"": [""3.75""]}]",,Lesson,UserAnswers::LessonAnswer,2/22/2026 9:52,,1.0
324,672661,1197147,2/22/2026 9:52,2/22/2026 9:53,00.00.0000 00:00,1,TRUE,1.0,1,"[{""1248056"": {""points"": 1.0, ""coefficient"": 1}}]","[{""1248056"": [""6""]}]",,Lesson,UserAnswers::LessonAnswer,2/22/2026 9:53,,1.0
325,672661,1197148,2/22/2026 9:53,2/22/2026 9:53,00.00.0000 00:00,1,TRUE,1.0,1,"[{""1248057"": {""points"": 1.0, ""coefficient"": 1}}]","[{""1248057"": [""39""]}]",,Lesson,UserAnswers::LessonAnswer,2/22/2026 9:53,,1.0
326,672661,1197149,2/22/2026 9:53,2/22/2026 9:54,00.00.0000 00:00,1,TRUE,1.0,1,"[{""1248058"": {""points"": 1.0, ""coefficient"": 1}}]","[{""1248058"": [""5""]}]",,Lesson,UserAnswers::LessonAnswer,2/22/2026 9:54,,1.0
327,672661,1197150,2/22/2026 9:54,2/22/2026 9:55,00.00.0000 00:00,1,FALSE,0.0,1,"[{""1248059"": {""points"": 0.0, ""coefficient"": 0}}]","[{""1248059"": [""2""]}]",,Lesson,UserAnswers::LessonAnswer,2/22/2026 9:55,,0.0
328,671753,1204760,1/15/2026 16:28,1/15/2026 16:30,00.00.0000 00:01,1,TRUE,1.0,1,"[{""1258227"": {""points"": 1.0, ""coefficient"": 1}}]","[{""1258227"": ""10370353""}]",,Lesson,UserAnswers::LessonAnswer,1/15/2026 16:30,,1.0
329,671753,1204759,1/15/2026 16:26,1/15/2026 16:28,00.00.0000 00:01,1,FALSE,0.0,1,"[{""1258226"": {""points"": 0.0, ""coefficient"": 0}}]","[{""1258226"": ""10370347""}]",,Lesson,UserAnswers::LessonAnswer,1/15/2026 16:28,,0.0
330,671753,1204761,1/15/2026 16:31,1/15/2026 16:33,00.00.0000 00:01,1,FALSE,0.0,1,"[{""1258228"": {""points"": 0.0, ""coefficient"": 0}}]","[{""1258228"": ""10370355""}]",,Lesson,UserAnswers::LessonAnswer,1/15/2026 16:33,,0.0
331,671753,1204762,1/15/2026 16:33,1/15/2026 16:33,00.00.0000 00:00,1,TRUE,1.0,1,"[{""1258229"": {""points"": 1.0, ""coefficient"": 1}}]","[{""1258229"": [""10370359"", ""10370360"", ""10370361"", ""10370362""]}]",,Lesson,UserAnswers::LessonAnswer,1/15/2026 16:33,,1.0
332,671753,1204763,1/15/2026 16:34,1/15/2026 16:34,00.00.0000 00:00,1,TRUE,1.0,1,"[{""1258230"": {""points"": 1.0, ""coefficient"": 1}}]","[{""1258230"": ""10370364""}]",,Lesson,UserAnswers::LessonAnswer,1/15/2026 16:34,,1.0
333,671753,1204765,1/15/2026 16:36,1/19/2026 10:02,03.00.0000 17:25,1,TRUE,1.0,1,"[{""1258232"": {""points"": 0.0, ""coefficient"": 0}}, {""1258232"": {""points"": 1.0, ""coefficient"": 1}}]","[{""1258232"": ""10370372""}]",,Lesson,UserAnswers::LessonAnswer,1/15/2026 16:37,,0.0
334,671753,1204766,1/15/2026 16:37,1/15/2026 16:38,00.00.0000 00:01,1,TRUE,1.0,1,"[{""1258233"": {""points"": 1.0, ""coefficient"": 1}}]","[{""1258233"": ""10370376""}]",,Lesson,UserAnswers::LessonAnswer,1/15/2026 16:38,,1.0
335,671753,1204768,1/15/2026 16:49,1/15/2026 16:52,00.00.0000 00:02,1,TRUE,1.0,1,"[{""1258235"": {""points"": 1.0, ""coefficient"": 1}}]","[{""1258235"": [""1""]}]",,Lesson,UserAnswers::LessonAnswer,1/15/2026 16:52,,1.0
336,671753,1204769,1/15/2026 16:52,1/18/2026 7:55,02.00.0000 15:03,1,TRUE,1.0,1,"[{""1258236"": {""points"": 1.0, ""coefficient"": 1}}]","[{""1258236"": [""-0.5""]}]",,Lesson,UserAnswers::LessonAnswer,1/18/2026 7:55,,1.0
337,671753,1204770,1/15/2026 16:53,1/18/2026 7:54,02.00.0000 15:01,1,TRUE,1.0,1,"[{""1258237"": {""points"": 1.0, ""coefficient"": 1}}]","[{""1258237"": [""-11""]}]",,Lesson,UserAnswers::LessonAnswer,1/18/2026 7:54,,1.0
338,671753,1204767,1/15/2026 16:38,1/15/2026 16:39,00.00.0000 00:00,1,TRUE,1.0,1,"[{""1258234"": {""points"": 1.0, ""coefficient"": 1}}]","[{""1258234"": ""10370381""}]",,Lesson,UserAnswers::LessonAnswer,1/15/2026 16:39,,1.0
339,671753,1204771,1/15/2026 16:53,1/15/2026 16:56,00.00.0000 00:02,1,FALSE,0.0,1,"[{""1258238"": {""points"": 0.0, ""coefficient"": 0}}]","[{""1258238"": [""2""]}]",,Lesson,UserAnswers::LessonAnswer,1/15/2026 16:56,,0.0
340,671753,1204772,1/15/2026 16:54,1/15/2026 16:54,00.00.0000 00:00,1,TRUE,1.0,1,"[{""1258239"": {""points"": 1.0, ""coefficient"": 1}}]","[{""1258239"": [""1""]}]",,Lesson,UserAnswers::LessonAnswer,1/15/2026 16:54,,1.0
341,674171,1195660,1/16/2026 2:38,1/16/2026 2:38,00.00.0000 00:00,1,TRUE,1.0,1,"[{""1245501"": {""points"": 1.0, ""coefficient"": 1}}]","[{""1245501"": ""10317535""}]",,Lesson,UserAnswers::LessonAnswer,1/16/2026 2:38,,1.0
342,674171,1195661,1/16/2026 2:38,1/16/2026 2:43,00.00.0000 00:04,2,FALSE,0.0,2,"[{""1245502"": {""points"": 0.0, ""coefficient"": 0}}, {""1245502"": {""points"": 0.0, ""coefficient"": 0}}]","[{""1245502"": [""1324""]}, {""1245502"": [""3241""]}]",,Lesson,UserAnswers::LessonAnswer,1/16/2026 2:43,,0.0
343,674171,1195664,1/16/2026 2:46,1/16/2026 2:47,00.00.0000 00:00,1,FALSE,0.5,1,"[{""1245507"": {""points"": 0.5, ""coefficient"": 0}}]","[{""1245507"": {""10317546"": ""10317547"", ""10317548"": ""10317553"", ""10317550"": ""10317551"", ""10317552"": ""10317549""}}]",,Lesson,UserAnswers::LessonAnswer,1/16/2026 2:47,,0.0
344,674171,1196579,1/16/2026 2:48,1/16/2026 2:48,00.00.0000 00:00,1,FALSE,0.0,1,"[{""1247126"": {""points"": 0.0, ""coefficient"": 0}}]","[{""1247126"": ""10325002""}]",,Lesson,UserAnswers::LessonAnswer,1/16/2026 2:48,,0.0
345,674171,1196585,1/16/2026 2:57,1/16/2026 2:59,00.00.0000 00:01,1,FALSE,0.6,1,"[{""1247136"": {""points"": 0.6, ""coefficient"": 0}}]","[{""1247136"": [""10325033""]}]",,Lesson,UserAnswers::LessonAnswer,1/16/2026 2:59,,0.0
